,seed,actions
41,3944410041,"[3, 1, 2, 1, 0, 0, 3, 1, 3, 1, 2]"
42,3944410042,"[1, 2, 0, 1, 3, 1, 2, 1, 2, 2, 0, 3, 1, 3, 0, 1, 2, 2, 0, 3, 3, 3, 0, 0, 2, 2, 1, 0, 3, 3, 1, 1, 2, 1, 2, 2, 0, 3, 0, 0, 3, 3, 1, 1, 2, 1, 2, 0, 1, 3, 0, 3, 0, 0, 2, 1, 0, 2, 1, 3, 0, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 1, 0, 0, 3, 3, 1, 1, 2, 2, 2, 1, 3, 2, 3, 0, 0, 0, 3, 3, 1, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 1, 3, 2, 3, 0, 3, 3, 0, 2, 0, 2, 1]"
43,3944410043,"[2, 1, 3, 2, 0, 3, 0, 0, 2, 1]"
44,3944410044,"[1, 3, 3, 3, 1, 2, 0, 3, 0, 3, 3, 1, 1, 2, 3, 0, 0, 2, 2, 1, 2, 1, 3, 2, 0, 3, 0, 3, 3, 1, 2, 0, 1, 3, 1, 2, 0, 2, 2, 1, 3, 2, 0, 3, 3, 0, 3, 1, 1, 2, 0, 0, 2, 1, 2, 1, 2, 2, 0, 3, 3, 3, 0, 3, 3, 1, 1, 2, 2]"
45,3944410045,"[1, 3, 1, 0, 0, 2, 2, 2, 1, 3, 0, 3, 3, 1, 3, 0, 1, 2, 0, 2, 2, 1, 3, 3, 1, 0, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 1, 3, 1, 3, 0, 1, 2, 0, 2, 0, 0, 3, 1, 0, 3, 1, 2, 1, 1, 3, 1, 2, 0, 3, 0, 1, 2, 0, 0, 0, 3, 1, 1, 1]"
46,3944410046,"[3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 0, 0, 0]"
47,3944410047,"[0, 0, 0, 3, 3, 3, 2, 0, 3, 3, 0, 3, 1, 1, 2, 2, 2, 0, 1, 3, 0, 3, 0, 2, 2, 2, 1, 2, 1, 1, 1, 1, 3, 0, 1, 2, 0, 0, 0, 3, 3, 3, 2, 0, 3, 3, 0, 3, 1, 1, 2, 2, 0, 3, 0, 2, 2, 1, 2, 2, 1, 1, 1, 3, 0, 0, 3, 0, 1, 2, 1, 1, 1, 2, 0, 0, 0, 0, 3, 0, 1, 2, 1, 3, 3, 3, 2, 2, 0, 3, 3, 1, 2, 0, 3, 0, 3, 3, 1, 1, 2, 3, 0, 0, 2, 2, 1, 3, 1, 2, 0, 3, 0, 2, 2, 1, 2, 1, 3, 0, 1, 2, 1, 1, 1, 2, 0, 0, 0, 0, 3, 0, 3, 3, 3, 1, 1, 3, 0, 2, 0, 2, 1, 2, 1, 3]"
48,3944410048,"[3, 2, 0, 0, 3, 3, 3, 3, 0, 1, 2, 0, 2, 1, 2, 0, 2, 1, 1, 1, 3, 0, 1, 0, 2, 0, 3, 3, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 2, 3, 0, 0, 2, 2, 1, 3]"
49,3944410049,"[2, 0, 1, 3, 0, 2, 0, 2, 3, 1, 3, 0, 2, 0, 1, 3, 0, 1, 2, 0, 2, 0, 0, 3, 1]"
50,3944410050,"[1, 1, 2, 2, 0, 0, 2, 1, 1, 2, 1, 2, 0, 0, 3, 3, 2, 2, 0, 3, 3, 1, 1, 2, 1, 3, 3, 0, 3, 3, 0, 0, 2, 1, 0, 2, 2, 1, 3, 1, 0, 0, 3, 3, 1, 1, 2, 3, 0, 0, 2, 2, 2, 1, 1, 3, 0, 1, 1, 2, 0, 0, 2, 2, 0, 3, 3, 3, 3, 3, 1, 2, 0, 1, 3, 1, 2, 0, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 2, 2, 0, 1, 1, 2, 2, 0, 3, 0, 2, 2, 0, 3, 3, 3, 3, 3, 1, 2, 0, 2, 2, 1, 1, 3, 1, 2, 0, 0, 2, 2, 0, 3, 3, 3, 3, 1, 2, 3, 0, 3, 1, 1, 2, 0, 0, 2, 2, 2, 1, 3, 2, 2, 0, 3, 3, 3, 3, 1, 1, 2, 1, 2, 2, 2, 0, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 1, 2, 0, 3, 0, 2, 0, 3, 3, 1, 3, 1, 3, 3, 0, 2, 0, 1, 3, 1, 2, 2, 1, 2, 2, 0, 3, 0, 2, 2, 0, 3, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 2, 1, 1, 3, 0, 3, 3, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 1, 2, 0, 0, 3, 2, 3, 1, 1, 3, 3, 0, 0, 3, 0, 2, 2, 1, 2, 2, 0, 3, 3, 1, 3, 3, 0, 3, 1, 1, 2, 0, 0, 2, 2, 1, 2, 2, 1, 1, 3, 3, 0, 2, 1, 2, 0, 0, 3, 0, 3, 3, 3, 1, 1, 2, 0, 3, 0, 3, 1, 1, 2, 2, 1, 2, 2, 2, 0, 3, 0, 3, 2, 2, 0, 3, 3, 3, 3, 1, 3, 1, 2, 2, 2, 0, 3, 1, 0, 0, 3, 3, 1, 2, 0, 1, 3, 1, 2, 2, 1, 2, 0, 0, 2, 2, 1, 3, 1, 2, 0, 3, 0, 2, 0, 3, 3, 3, 3, 1, 2, 3, 0, 3, 1, 1, 2, 2, 0, 0, 2, 2, 1, 1, 3, 2, 1, 2, 0, 0, 3, 0, 3, 3, 1, 2, 1, 3, 0, 3, 0, 3, 1, 1, 2, 0, 0, 2, 2, 1, 1, 2, 1, 2, 0, 0, 3, 2, 3, 1, 1, 3, 3, 0, 1, 2, 0, 2, 1, 2, 0, 0, 3, 0, 3, 1, 2, 2, 0, 3, 3, 3, 3, 1, 3, 1, 2, 2, 1, 2, 0, 2, 1, 2, 0, 0, 3, 0, 3, 3, 1, 3, 0, 2, 2, 1, 2, 2, 1, 1, 3, 3, 3, 0, 1, 2, 2, 2, 0, 3, 0, 3, 1, 0, 3, 1, 1, 2, 3, 2, 0, 0, 2, 2, 1, 1, 3, 2, 0, 3, 0, 2, 0, 3, 3, 1, 3, 1, 3, 3, 0, 2, 0, 1, 3, 1, 2, 2, 1, 2, 3, 2, 0, 0, 3, 1, 0, 0, 3, 3, 1, 2, 0, 1, 3, 1, 2, 2, 1, 2, 0, 0, 2, 2, 1, 1, 3, 2, 0, 3, 0, 2, 0, 3, 3, 1, 1, 3, 3, 0, 2, 3, 0, 3, 1, 1, 2, 2, 0, 0, 2, 2, 1, 3, 2, 2, 0, 3, 3, 3, 1, 3, 0, 2, 2, 1, 1, 3, 1, 2, 3, 2, 0, 0, 2, 2, 1, 1, 3, 2, 0, 3, 0, 2, 0, 3, 3, 1, 3, 3, 0, 3, 1, 1, 2, 2]"
51,3944410051,"[2, 3, 0, 0, 0, 2, 1, 2, 2, 0, 3, 1, 3, 3, 1, 1, 2, 0, 1, 3, 0, 0, 0, 2, 2]"
52,3944410052,"[2, 0, 0, 3, 2, 2, 0, 0, 3, 3, 1, 0, 2, 2, 1, 1, 3, 1, 3, 0, 2, 3, 1, 2, 2, 0, 0, 0, 3, 1, 0, 3, 1]"
53,3944410053,"[3, 0, 3, 0, 1, 2, 1, 3, 0, 3, 0, 2, 1, 1, 3]"
54,3944410054,"[1, 3, 0, 2, 1, 1, 1, 3, 0, 3, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 3, 1, 1, 3, 3, 0, 2, 1, 2, 2, 0, 3, 1, 1, 0, 3, 3, 0, 2, 1, 2, 1, 2, 0, 0, 3, 0, 2, 1, 3, 1, 1, 2, 1, 1, 3, 3, 0, 2, 1, 0, 0, 0, 3, 3, 0, 2, 1, 2, 1, 2, 0, 0, 3, 0, 2, 1, 3, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 3, 3, 0, 2, 1, 2, 2, 0, 3, 0, 2, 1, 3, 1, 1, 1, 2, 0, 0, 3, 0, 0, 2, 1, 1, 1, 1, 3, 0, 0, 3, 3, 0, 2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 3, 1, 0, 2, 1, 1, 3]"
55,3944410055,"[1, 1, 2, 3, 3, 1, 1, 1, 2, 2, 0, 3, 2, 0, 0, 3, 3, 1, 2, 0, 1, 1, 2, 1, 3, 3, 0, 1, 2, 0, 0, 0, 2, 1, 0, 3, 1, 1, 1, 2, 2, 0, 3, 1, 3, 3, 0, 2, 2, 1, 0, 0, 0, 3, 3, 1]"
56,3944410056,"[2, 1, 3, 3]"
57,3944410057,"[1, 0, 3, 1]"
58,3944410058,"[0, 3, 2, 1, 3, 0, 3, 2, 1, 3, 0, 3, 3, 1, 2, 2, 2, 0, 2, 1, 1, 1]"
59,3944410059,"[1, 0, 2, 2, 1, 2, 0, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 3, 2, 0, 2, 1, 0, 1, 3, 0, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 3, 2, 2, 1, 3, 2, 0, 0, 3, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 3, 2, 0, 2, 1, 1, 1, 3, 0, 2, 0, 0, 3, 3, 3, 3, 1, 2, 3, 0, 2, 2, 2, 1, 3, 2, 0, 2, 1, 1, 1, 1, 0, 3, 0, 2, 0, 0, 3, 3, 3, 3, 1, 2, 2, 2, 0, 2, 1, 1]"
60,3944410060,"[2, 2, 2, 1, 3, 1, 3, 1, 2, 2, 1, 3, 1, 3, 3, 0, 2, 0, 0, 0, 1, 1, 2, 2, 1, 3, 1, 2, 0, 3, 0, 2, 0, 3, 3, 0, 2, 0, 3, 1, 1, 1, 2, 2, 1, 1, 3, 3, 3, 0, 2, 0, 2, 2, 1, 3, 1, 3, 0, 0, 0, 1, 2, 2, 0, 3, 0, 0, 3, 1, 1, 1, 1, 0, 2, 2, 1, 1, 3, 0, 3, 3, 1, 2]"
61,3944410061,"[1, 3, 0, 1, 2, 1, 2, 2, 0, 3, 3, 1, 2, 2, 0, 3, 0, 3, 3, 3, 1, 0, 2, 2, 1, 3]"
62,3944410062,"[1, 3, 3, 0, 2]"
63,3944410063,"[1, 3, 0, 2, 1, 3, 1, 3, 1, 2, 1, 3, 0, 2, 2, 0, 3, 3, 3, 0, 2, 1, 1, 2, 2, 0, 0, 3, 0, 2, 1, 3, 1, 3, 0]"
64,3944410064,"[0, 1, 0, 2, 0, 0, 3, 3, 1, 2, 0, 1, 1, 1, 3, 0, 1, 2, 0, 0, 0, 3, 1, 1, 1, 1]"
65,3944410065,"[1, 3, 3, 2, 1, 2, 0, 0, 0, 3, 1, 0, 1, 2, 1, 3]"
66,3944410066,"[1, 2, 3, 3, 1, 2, 3, 2, 0, 2, 1, 0, 1, 3, 1, 1, 2, 2, 2, 0, 0, 3, 1, 3, 2, 0, 3, 2, 2, 1, 1, 3, 0, 3, 0, 0, 3, 3, 1, 2, 3, 2, 0, 2, 1, 2, 2, 1, 1, 3, 3, 3, 0, 2, 0, 2, 2, 1, 3, 1, 2, 0, 3, 0, 3, 0, 3, 3, 1, 2, 1, 2, 1, 2, 2, 0, 0, 3, 3, 1, 2, 1, 0, 0, 3, 0, 3, 3, 1, 2, 3, 2, 1, 1, 2, 0, 2, 0, 3, 2, 1, 1, 3, 3, 0, 2, 0, 0, 3, 1]"
67,3944410067,"[1, 2, 0]"
68,3944410068,"[2, 0, 1, 3, 1, 1, 2, 0, 1, 2, 0, 3, 3, 0, 0, 2, 0, 3, 2, 1, 3, 1, 1, 2, 0, 0]"
69,3944410069,"[1, 3, 3, 1, 0, 2, 0, 3, 3, 3, 1, 0, 2, 2, 1, 3, 1, 2, 0, 3, 0, 3, 3, 1, 2, 2, 3, 0, 2, 1, 1, 2, 2, 0, 3, 1, 3, 1, 3, 0, 1, 0, 2, 2, 0, 2, 0, 3, 3, 1, 0, 3, 3, 1, 2, 0, 2, 2, 1, 1, 3, 2, 0, 2, 0, 3, 3, 1, 3, 1, 2, 0, 3, 0, 2, 2, 1, 2, 1, 3, 0, 1, 2, 1, 2, 0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 0, 0, 0, 2, 1, 2, 1, 3, 2, 0, 3, 1, 1, 3, 0, 1, 0, 2, 2, 0, 3, 0, 3, 3, 1, 2, 0, 1, 1, 1, 2, 0, 2, 0, 3, 1, 2, 0, 3, 0, 3, 1, 1]"
70,3944410070,"[2, 1, 2, 1, 0, 3, 3, 1, 2]"
71,3944410071,"[1, 3, 1, 1, 3, 3, 3, 2, 2, 2, 0, 0, 2, 1]"
72,3944410072,"[3, 3, 0, 0, 2, 0, 3, 0, 2, 2, 2, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 2, 1, 1, 2, 2, 0, 2, 0, 0, 2, 0, 3, 3, 3, 1, 3]"
73,3944410073,"[2, 0, 3, 1, 3, 3, 0, 2, 0, 1, 1, 2, 2, 0, 0, 1, 3]"
74,3944410074,"[0, 0, 0, 0, 1, 2, 1, 2, 0, 0, 0, 3, 1, 1, 1, 1]"
75,3944410075,"[3, 0, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 1, 1, 2, 0, 3, 0, 0, 2, 2, 3, 0, 2, 2, 2, 1, 3, 2, 2, 0, 3, 3, 3, 3, 1, 3, 1, 1, 2, 0, 0, 3, 0, 2, 2, 2, 1, 3, 0, 1, 2, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 2, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 3, 1, 0, 1, 2, 2, 2, 0, 3, 3, 1, 3, 3, 0, 2, 2, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 3, 1, 3, 2, 0, 0, 2, 1, 2, 2, 0, 3, 3, 1, 3, 3, 0, 2, 2, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 3, 1, 1, 3, 2, 0, 3, 0, 2, 0, 2, 1, 2, 2, 0, 3, 3, 1, 3, 3, 0, 2, 2, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 3, 0, 3, 1, 1, 1, 2, 1]"
76,3944410076,"[0, 3, 1, 2, 2, 0, 1, 3, 3, 0, 0, 0, 2, 2, 2, 1, 3, 3, 1, 0, 0, 3, 3, 1, 2, 2, 3, 0, 2, 1, 1, 1, 3, 3, 0, 2, 1, 2, 2, 0, 3, 0, 3, 0, 2, 2, 2, 1, 3, 3, 1, 0, 0, 3, 3, 1, 0, 2, 2, 2, 1, 3, 1, 3, 0, 3, 0, 2]"
77,3944410077,"[0, 2, 3, 1, 2, 1, 2, 2, 0, 0, 3, 0, 2, 1, 1, 1, 3, 3, 0, 3, 0, 2, 2, 0, 1, 3, 1, 1, 2, 2, 0, 3, 1, 2, 0, 3, 0, 3, 3, 1, 2, 1, 0, 0, 2, 0, 2, 1]"
78,3944410078,"[3, 2, 1, 3, 3, 0, 3, 3, 1, 2, 1, 3, 0, 2, 0, 2, 2, 1, 3, 2, 0, 3, 3, 1, 1, 1]"
79,3944410079,"[3, 2, 1, 1, 1, 3, 0, 3, 1, 3, 3, 0, 2, 1, 2, 2, 0, 3, 2, 1, 2, 0, 0, 0, 3, 1, 0, 1, 2, 1, 1, 3, 3, 3, 3, 0, 2, 1, 2, 2, 0, 1, 3, 3, 0, 2, 1, 2, 2, 0, 3, 1, 2, 0, 0, 0, 3, 1, 1, 0, 1, 2, 1, 3]"
80,3944410080,"[1, 2, 0, 1, 3, 1, 1, 2, 2, 0, 2, 0, 3, 1, 2, 0, 3, 0, 3, 3, 1, 1, 2, 1, 3, 0, 0, 2]"
81,3944410081,"[0, 3, 0, 2, 2, 2, 1, 3, 0, 1, 2, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 2, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 3, 1, 0, 1, 2, 2, 2, 0, 3, 3, 1, 3, 3, 0, 2, 2, 2]"
82,3944410082,"[0, 3, 3, 1, 1, 3, 3, 0, 2, 1, 0, 3, 0, 2, 3, 2, 1, 1, 2, 2, 2, 2, 0, 3, 0, 3, 3, 1, 3, 2, 0, 2, 2, 1, 1, 3, 3, 2, 3, 0, 3, 3, 0, 2, 3, 2, 1, 2, 1, 2, 2, 2, 0, 3, 0, 3, 3, 1, 3, 3, 1, 2, 2]"
83,3944410083,"[0, 1, 3, 1, 2, 1, 0, 3, 0, 2, 0, 2, 1, 2, 1, 3, 2, 2, 0, 3, 3, 3, 0, 3, 1, 1, 1, 2, 2, 1, 2, 0, 3, 3, 3, 0, 0, 2, 0, 2, 1, 2, 2, 1, 3, 1, 0, 2, 0, 3, 3, 3, 0, 3, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 2, 2, 1, 2, 1, 3, 2, 1, 3, 3, 3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 2, 1, 1, 2, 0, 0, 0, 0, 3, 1, 2, 1, 3, 3, 3, 0, 2, 1, 0, 3, 0, 2, 0, 1, 3, 1, 1, 2, 2, 1, 1, 2, 0, 0, 0, 3, 2, 1, 3, 3, 3, 0, 0, 2, 2, 3, 0, 3, 1, 1, 1, 2, 2, 1, 1, 2, 0, 0, 0, 2, 0, 3, 1, 1, 3, 3, 3, 0, 2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 3, 0, 3, 3, 1, 1, 2, 2, 0, 2, 2, 1, 3, 1, 0, 2, 0, 3, 3, 0, 3, 3, 1, 1, 2, 0, 3, 2, 2, 2, 1, 3, 2, 1, 3, 3, 3, 0, 0, 0, 2, 1, 0, 3, 1, 1, 2, 1, 0, 3, 0, 2, 2, 2, 1, 3, 2, 1, 3, 3, 0, 1, 0, 3, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 0, 3, 1, 2, 1, 3, 3, 0, 3, 0, 0, 2, 1, 1, 3, 1, 2, 2, 3, 0, 3, 0, 2, 2, 1, 1, 1, 2, 0, 3, 3, 0, 3, 0, 2, 2, 2, 2, 1, 3, 1, 0, 2, 0, 3, 3, 3, 1, 2, 0, 2, 1, 1, 1]"
84,3944410084,"[3, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 0, 1, 2, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 1, 3, 0, 3, 3, 1, 2, 0, 2, 2, 1, 3, 0, 1, 2, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 1, 3, 0, 3, 3, 1, 2, 2, 3, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 0, 3, 2, 0, 3, 3, 3, 1, 3, 1, 1, 2, 0, 0, 3, 2, 1, 1, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 3, 3, 0, 1, 2, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 0, 0, 2, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 3, 1, 0, 2, 1, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 0, 2, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 3, 3, 2, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 0, 0, 2, 2, 3, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 1, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 3, 2, 1, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 2, 3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 0, 3, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 0, 2, 3, 1, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 3, 3, 0, 3, 3, 1, 2, 0, 1, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 1, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 2, 3, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 3, 1, 2, 3, 3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 1, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 0, 2, 3, 1, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 0, 3, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 2, 3, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 2, 1, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 2, 2, 0, 3, 1, 0, 2, 2, 1, 0, 3, 1, 3, 3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 0, 3, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 0, 3, 1, 2, 3, 0, 0, 3, 1, 3, 3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 3, 0, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 0, 3, 1, 0, 1, 2, 0, 0, 3, 0, 3, 1, 3, 3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 3, 0, 2, 0, 3, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 0, 0, 0, 2, 0, 3, 0, 3, 1, 3, 3, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 0, 0, 2, 0, 3, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 1, 0, 3, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 0, 0, 2, 0, 3, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 2, 0, 3, 1, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 3, 0, 2, 1, 0, 3, 1, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 0, 0, 3, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 0, 2, 1, 1, 1, 3, 1, 3, 3, 3, 0, 0, 3, 0, 2, 0, 3, 0, 2, 2, 2]"
85,3944410085,"[2, 0, 1, 3, 0, 0, 0, 2, 2, 1, 2, 1, 3, 2, 0, 3, 0, 3, 3, 1, 2, 0, 1, 3, 1, 2, 0, 2, 3, 1, 2]"
86,3944410086,"[0, 3, 3, 1, 0, 2, 2, 1, 3, 1, 1, 1, 3, 3, 3, 0, 2, 1, 2, 2, 0, 3, 2, 1, 2, 0, 0, 3, 0, 3, 0, 0, 3, 1, 0, 1, 2, 1, 2, 1, 1, 1, 3, 3, 3, 0, 2, 2, 1, 2, 0, 0]"
87,3944410087,"[0, 0, 1, 1, 2, 2, 0, 1, 3, 3, 0, 0, 0, 1, 1, 1, 2, 2, 0, 0, 0, 0]"
